Comunidades y Ciudades Autónomas;Edades;Sexo;Periodo;Total
Madrid, Comunidad de;De 70 a 74 años;Total;2018;5,974
Madrid, Comunidad de;De 70 a 74 años;Hombres;2021;9,303
Madrid, Comunidad de;De 70 a 74 años;Hombres;2020;14,612
Madrid, Comunidad de;De 70 a 74 años;Hombres;2019;10,805
Madrid, Comunidad de;De 70 a 74 años;Hombres;2018;8,713
Madrid, Comunidad de;De 70 a 74 años;Mujeres;2021;3,058
Madrid, Comunidad de;De 70 a 74 años;Mujeres;2020;4,265
Madrid, Comunidad de;De 70 a 74 años;Mujeres;2019;3,685
Madrid, Comunidad de;De 70 a 74 años;Mujeres;2018;3,79
Madrid, Comunidad de;De 75 a 79 años;Total;2021;8,455
Madrid, Comunidad de;De 75 a 79 años;Total;2020;6,896
Madrid, Comunidad de;De 75 a 79 años;Total;2019;11,722
Madrid, Comunidad de;De 75 a 79 años;Total;2018;6,843
Madrid, Comunidad de;De 75 a 79 años;Hombres;2021;15,821
Madrid, Comunidad de;De 75 a 79 años;Hombres;2020;10,032
Madrid, Comunidad de;De 75 a 79 años;Hombres;2019;19,876
Madrid, Comunidad de;De 75 a 79 años;Hombres;2018;4,546
Madrid, Comunidad de;De 75 a 79 años;Mujeres;2021;2,954
Madrid, Comunidad de;De 75 a 79 años;Mujeres;2020;4,534
Madrid, Comunidad de;De 75 a 79 años;Mujeres;2019;5,546
Madrid, Comunidad de;De 75 a 79 años;Mujeres;2018;8,576
Madrid, Comunidad de;De 80 a 84 años;Total;2021;8,5
Madrid, Comunidad de;De 80 a 84 años;Total;2020;7,912
Madrid, Comunidad de;De 80 a 84 años;Total;2019;7,2
Madrid, Comunidad de;De 80 a 84 años;Total;2018;9,236
Madrid, Comunidad de;De 80 a 84 años;Hombres;2021;13,796
Madrid, Comunidad de;De 80 a 84 años;Hombres;2020;13,982
Madrid, Comunidad de;De 80 a 84 años;Hombres;2019;10,709
Madrid, Comunidad de;De 80 a 84 años;Hombres;2018;10,315
Madrid, Comunidad de;De 80 a 84 años;Mujeres;2021;5,027
Madrid, Comunidad de;De 80 a 84 años;Mujeres;2020;4,003
Madrid, Comunidad de;De 80 a 84 años;Mujeres;2019;4,936
Madrid, Comunidad de;De 80 a 84 años;Mujeres;2018;8,541
Madrid, Comunidad de;De 85 a 89 años;Total;2021;11,22
Madrid, Comunidad de;De 85 a 89 años;Total;2020;8,062
Madrid, Comunidad de;De 85 a 89 años;Total;2019;12,797
Madrid, Comunidad de;De 85 a 89 años;Total;2018;14,017
Madrid, Comunidad de;De 85 a 89 años;Hombres;2021;22,855
Madrid, Comunidad de;De 85 a 89 años;Hombres;2020;11,424
Madrid, Comunidad de;De 85 a 89 años;Hombres;2019;29,411
Madrid, Comunidad de;De 85 a 89 años;Hombres;2018;30,64
Madrid, Comunidad de;De 85 a 89 años;Mujeres;2021;4,937
Madrid, Comunidad de;De 85 a 89 años;Mujeres;2020;6,228
Madrid, Comunidad de;De 85 a 89 años;Mujeres;2019;3,712
Madrid, Comunidad de;De 85 a 89 años;Mujeres;2018;5,072
Madrid, Comunidad de;De 90 a 94 años;Total;2021;20,186
Madrid, Comunidad de;De 90 a 94 años;Total;2020;20,755
Madrid, Comunidad de;De 90 a 94 años;Total;2019;6,951
Madrid, Comunidad de;De 90 a 94 años;Total;2018;11,039
Madrid, Comunidad de;De 90 a 94 años;Hombres;2021;57,954
Madrid, Comunidad de;De 90 a 94 años;Hombres;2020;47,548
Madrid, Comunidad de;De 90 a 94 años;Hombres;2019;17,993
Madrid, Comunidad de;De 90 a 94 años;Hombres;2018;32,154
Madrid, Comunidad de;De 90 a 94 años;Mujeres;2021;4,74
Madrid, Comunidad de;De 90 a 94 años;Mujeres;2020;9,758
Madrid, Comunidad de;De 90 a 94 años;Mujeres;2019;2,446
Madrid, Comunidad de;De 90 a 94 años;Mujeres;2018;2,577
Madrid, Comunidad de;95 y más años;Total;2021;22,091
Madrid, Comunidad de;95 y más años;Total;2020;22,561
Madrid, Comunidad de;95 y más años;Total;2019;0
Madrid, Comunidad de;95 y más años;Total;2018;6,068
Madrid, Comunidad de;95 y más años;Hombres;2021;75,567
Madrid, Comunidad de;95 y más años;Hombres;2020;99,087
Madrid, Comunidad de;95 y más años;Hombres;2019;0
Madrid, Comunidad de;95 y más años;Hombres;2018;28,185
Madrid, Comunidad de;95 y más años;Mujeres;2021;7,074
Madrid, Comunidad de;95 y más años;Mujeres;2020;0
Madrid, Comunidad de;95 y más años;Mujeres;2019;0
Madrid, Comunidad de;95 y más años;Mujeres;2018;0
Murcia, Región de;Menos de 15 años;Total;2021;1,258
Murcia, Región de;Menos de 15 años;Total;2020;0,396
Murcia, Región de;Menos de 15 años;Total;2019;0,393
Murcia, Región de;Menos de 15 años;Total;2018;0,782
Murcia, Región de;Menos de 15 años;Hombres;2021;1,624
Murcia, Región de;Menos de 15 años;Hombres;2020;0,766
Murcia, Región de;Menos de 15 años;Hombres;2019;0,761
Murcia, Región de;Menos de 15 años;Hombres;2018;0,757
Murcia, Región de;Menos de 15 años;Mujeres;2021;0,867
Murcia, Región de;Menos de 15 años;Mujeres;2020;0
Murcia, Región de;Menos de 15 años;Mujeres;2019;0
Murcia, Región de;Menos de 15 años;Mujeres;2018;0,809
Murcia, Región de;De 15 a 29 años;Total;2021;6,854
Murcia, Región de;De 15 a 29 años;Total;2020;3,831
Murcia, Región de;De 15 a 29 años;Total;2019;4,684
Murcia, Región de;De 15 a 29 años;Total;2018;5,191
Murcia, Región de;De 15 a 29 años;Hombres;2021;10,24
Murcia, Región de;De 15 a 29 años;Hombres;2020;7,371
Murcia, Región de;De 15 a 29 años;Hombres;2019;8,299
Murcia, Región de;De 15 a 29 años;Hombres;2018;6,992
Murcia, Región de;De 15 a 29 años;Mujeres;2021;3,177
Murcia, Región de;De 15 a 29 años;Mujeres;2020;0
Murcia, Región de;De 15 a 29 años;Mujeres;2019;0,809
Murcia, Región de;De 15 a 29 años;Mujeres;2018;3,287
Murcia, Región de;De 30 a 39 años;Total;2021;4,492
Murcia, Región de;De 30 a 39 años;Total;2020;8,416
Murcia, Región de;De 30 a 39 años;Total;2019;9,187
Murcia, Región de;De 30 a 39 años;Total;2018;9,427
Murcia, Región de;De 30 a 39 años;Hombres;2021;5,903
Murcia, Región de;De 30 a 39 años;Hombres;2020;10,789
Murcia, Región de;De 30 a 39 años;Hombres;2019;15,279
Murcia, Región de;De 30 a 39 años;Hombres;2018;15,754
Murcia, Región de;De 30 a 39 años;Mujeres;2021;3,038
Murcia, Región de;De 30 a 39 años;Mujeres;2020;5,997
Murcia, Región de;De 30 a 39 años;Mujeres;2019;2,939
Murcia, Región de;De 30 a 39 años;Mujeres;2018;2,878
Murcia, Región de;De 40 a 44 años;Total;2021;7,738
Murcia, Región de;De 40 a 44 años;Total;2020;8,529
Murcia, Región de;De 40 a 44 años;Total;2019;13,132
Murcia, Región de;De 40 a 44 años;Total;2018;8,541
Murcia, Región de;De 40 a 44 años;Hombres;2021;10,362
Murcia, Región de;De 40 a 44 años;Hombres;2020;16,417
Murcia, Región de;De 40 a 44 años;Hombres;2019;19,236
Murcia, Región de;De 40 a 44 años;Hombres;2018;14,816
Murcia, Región de;De 40 a 44 años;Mujeres;2021;4,864
Murcia, Región de;De 40 a 44 años;Mujeres;2020;0
Murcia, Región de;De 40 a 44 años;Mujeres;2019;6,464
Murcia, Región de;De 40 a 44 años;Mujeres;2018;1,632
Murcia, Región de;De 45 a 49 años;Total;2021;9,507
Murcia, Región de;De 45 a 49 años;Total;2020;10,548
Murcia, Región de;De 45 a 49 años;Total;2019;16,511
Murcia, Región de;De 45 a 49 años;Total;2018;12,583
Murcia, Región de;De 45 a 49 años;Hombres;2021;12,213
Murcia, Región de;De 45 a 49 años;Hombres;2020;12,577
Murcia, Región de;De 45 a 49 años;Hombres;2019;25,613
Murcia, Región de;De 45 a 49 años;Hombres;2018;17,87
Murcia, Región de;De 45 a 49 años;Mujeres;2021;6,588
Murcia, Región de;De 45 a 49 años;Mujeres;2020;8,384
Murcia, Región de;De 45 a 49 años;Mujeres;2019;6,819
Murcia, Región de;De 45 a 49 años;Mujeres;2018;6,939
Murcia, Región de;De 50 a 54 años;Total;2021;16,286
Murcia, Región de;De 50 a 54 años;Total;2020;6,939
Murcia, Región de;De 50 a 54 años;Total;2019;9,671
Murcia, Región de;De 50 a 54 años;Total;2018;16,11
Murcia, Región de;De 50 a 54 años;Hombres;2021;25,287
Murcia, Región de;De 50 a 54 años;Hombres;2020;13,666
Murcia, Región de;De 50 a 54 años;Hombres;2019;15,592
Murcia, Región de;De 50 a 54 años;Hombres;2018;19,396
Murcia, Región de;De 50 a 54 años;Mujeres;2021;6,975
Murcia, Región de;De 50 a 54 años;Mujeres;2020;0
Murcia, Región de;De 50 a 54 años;Mujeres;2019;3,57
Murcia, Región de;De 50 a 54 años;Mujeres;2018;12,723
Murcia, Región de;De 55 a 59 años;Total;2021;14,439
Murcia, Región de;De 55 a 59 años;Total;2020;11,951
Murcia, Región de;De 55 a 59 años;Total;2019;9,269
Murcia, Región de;De 55 a 59 años;Total;2018;16
Murcia, Región de;De 55 a 59 años;Hombres;2021;19,252
Murcia, Región de;De 55 a 59 años;Hombres;2020;15,975
Murcia, Región de;De 55 a 59 años;Hombres;2019;16,514
Murcia, Región de;De 55 a 59 años;Hombres;2018;21,361
Murcia, Región de;De 55 a 59 años;Mujeres;2021;9,626
Murcia, Región de;De 55 a 59 años;Mujeres;2020;7,947
Murcia, Región de;De 55 a 59 años;Mujeres;2019;2,055
Murcia, Región de;De 55 a 59 años;Mujeres;2018;10,653
Murcia, Región de;De 60 a 64 años;Total;2021;7,995
Murcia, Región de;De 60 a 64 años;Total;2020;14,301
Murcia, Región de;De 60 a 64 años;Total;2019;8,785
Murcia, Región de;De 60 a 64 años;Total;2018;7,964
Murcia, Región de;De 60 a 64 años;Hombres;2021;13,995
Murcia, Región de;De 60 a 64 años;Hombres;2020;26,731
Murcia, Región de;De 60 a 64 años;Hombres;2019;10,246
Murcia, Región de;De 60 a 64 años;Hombres;2018;10,838
Murcia, Región de;De 60 a 64 años;Mujeres;2021;2,238
Murcia, Región de;De 60 a 64 años;Mujeres;2020;2,339
Murcia, Región de;De 60 a 64 años;Mujeres;2019;7,382
Murcia, Región de;De 60 a 64 años;Mujeres;2018;5,205
Murcia, Región de;De 65 a 69 años;Total;2021;5,871
Murcia, Región de;De 65 a 69 años;Total;2020;16,521
Murcia, Región de;De 65 a 69 años;Total;2019;10,778
Murcia, Región de;De 65 a 69 años;Total;2018;17,178
Murcia, Región de;De 65 a 69 años;Hombres;2021;12,207
Murcia, Región de;De 65 a 69 años;Hombres;2020;34,409
Murcia, Región de;De 65 a 69 años;Hombres;2019;16,087
Murcia, Región de;De 65 a 69 años;Hombres;2018;32,735
Murcia, Región de;De 65 a 69 años;Mujeres;2021;0
Murcia, Región de;De 65 a 69 años;Mujeres;2020;0
Murcia, Región de;De 65 a 69 años;Mujeres;2019;5,905
Murcia, Región de;De 65 a 69 años;Mujeres;2018;2,986
Murcia, Región de;De 70 a 74 años;Total;2021;8,475
Murcia, Región de;De 70 a 74 años;Total;2020;10,221
Murcia, Región de;De 70 a 74 años;Total;2019;3,443
Murcia, Región de;De 70 a 74 años;Total;2018;8,905
Murcia, Región de;De 70 a 74 años;Hombres;2021;14,617
Murcia, Región de;De 70 a 74 años;Hombres;2020;18,397
Murcia, Región de;De 70 a 74 años;Hombres;2019;0
Murcia, Región de;De 70 a 74 años;Hombres;2018;15,441
Murcia, Región de;De 70 a 74 años;Mujeres;2021;3,162
Murcia, Región de;De 70 a 74 años;Mujeres;2020;3,172
Murcia, Región de;De 70 a 74 años;Mujeres;2019;6,41
Murcia, Región de;De 70 a 74 años;Mujeres;2018;3,306
Murcia, Región de;De 75 a 79 años;Total;2021;17,4
Murcia, Región de;De 75 a 79 años;Total;2020;8,85
Murcia, Región de;De 75 a 79 años;Total;2019;20,709
Murcia, Región de;De 75 a 79 años;Total;2018;9,565
Murcia, Región de;De 75 a 79 años;Hombres;2021;34,275
Murcia, Región de;De 75 a 79 años;Hombres;2020;19,981
Murcia, Región de;De 75 a 79 años;Hombres;2019;46,766
Murcia, Región de;De 75 a 79 años;Hombres;2018;10,826
Murcia, Región de;De 75 a 79 años;Mujeres;2021;3,913
Murcia, Región de;De 75 a 79 años;Mujeres;2020;0
Murcia, Región de;De 75 a 79 años;Mujeres;2019;0
Murcia, Región de;De 75 a 79 años;Mujeres;2018;8,567
Murcia, Región de;De 80 a 84 años;Total;2021;20,254
Murcia, Región de;De 80 a 84 años;Total;2020;11,505
Murcia, Región de;De 80 a 84 años;Total;2019;17,203
Murcia, Región de;De 80 a 84 años;Total;2018;11,112
Murcia, Región de;De 80 a 84 años;Hombres;2021;49,102
Murcia, Región de;De 80 a 84 años;Hombres;2020;20,927
Murcia, Región de;De 80 a 84 años;Hombres;2019;34,895
Murcia, Región de;De 80 a 84 años;Hombres;2018;20,236
Murcia, Región de;De 80 a 84 años;Mujeres;2021;0
Murcia, Región de;De 80 a 84 años;Mujeres;2020;4,894
Murcia, Región de;De 80 a 84 años;Mujeres;2019;4,867
Murcia, Región de;De 80 a 84 años;Mujeres;2018;4,723
Murcia, Región de;De 85 a 89 años;Total;2021;16,445
Murcia, Región de;De 85 a 89 años;Total;2020;24,88
Murcia, Región de;De 85 a 89 años;Total;2019;16,876
Murcia, Región de;De 85 a 89 años;Total;2018;0
Murcia, Región de;De 85 a 89 años;Hombres;2021;21,901
Murcia, Región de;De 85 a 89 años;Hombres;2020;55,017
Murcia, Región de;De 85 a 89 años;Hombres;2019;33,7
Murcia, Región de;De 85 a 89 años;Hombres;2018;0
Murcia, Región de;De 85 a 89 años;Mujeres;2021;13,165
Murcia, Región de;De 85 a 89 años;Mujeres;2020;6,654
Murcia, Región de;De 85 a 89 años;Mujeres;2019;6,757
Murcia, Región de;De 85 a 89 años;Mujeres;2018;0
Murcia, Región de;De 90 a 94 años;Total;2021;19,472
Murcia, Región de;De 90 a 94 años;Total;2020;41,241
Murcia, Región de;De 90 a 94 años;Total;2019;10,81
Murcia, Región de;De 90 a 94 años;Total;2018;33,951
Murcia, Región de;De 90 a 94 años;Hombres;2021;58,997
Murcia, Región de;De 90 a 94 años;Hombres;2020;61,129
Murcia, Región de;De 90 a 94 años;Hombres;2019;32,777
Murcia, Región de;De 90 a 94 años;Hombres;2018;69,581
Murcia, Región de;De 90 a 94 años;Mujeres;2021;0
Murcia, Región de;De 90 a 94 años;Mujeres;2020;31,117
Murcia, Región de;De 90 a 94 años;Mujeres;2019;0
Murcia, Región de;De 90 a 94 años;Mujeres;2018;16,773
Murcia, Región de;95 y más años;Total;2021;0
Murcia, Región de;95 y más años;Total;2020;131,203
Murcia, Región de;95 y más años;Total;2019;0
Murcia, Región de;95 y más años;Total;2018;0
Murcia, Región de;95 y más años;Hombres;2021;0
Murcia, Región de;95 y más años;Hombres;2020;440,087
Murcia, Región de;95 y más años;Hombres;2019;0
Murcia, Región de;95 y más años;Hombres;2018;0
Murcia, Región de;95 y más años;Mujeres;2021;0
Murcia, Región de;95 y más años;Mujeres;2020;0
Murcia, Región de;95 y más años;Mujeres;2019;0
Murcia, Región de;95 y más años;Mujeres;2018;0
Navarra, Comunidad Foral de;Menos de 15 años;Total;2021;1,064
Navarra, Comunidad Foral de;Menos de 15 años;Total;2020;1
Navarra, Comunidad Foral de;Menos de 15 años;Total;2019;0
Navarra, Comunidad Foral de;Menos de 15 años;Total;2018;0
Navarra, Comunidad Foral de;Menos de 15 años;Hombres;2021;0
Navarra, Comunidad Foral de;Menos de 15 años;Hombres;2020;1,951
Navarra, Comunidad Foral de;Menos de 15 años;Hombres;2019;0
Navarra, Comunidad Foral de;Menos de 15 años;Hombres;2018;0
Navarra, Comunidad Foral de;Menos de 15 años;Mujeres;2021;2,181
Navarra, Comunidad Foral de;Menos de 15 años;Mujeres;2020;0
Navarra, Comunidad Foral de;Menos de 15 años;Mujeres;2019;0
Navarra, Comunidad Foral de;Menos de 15 años;Mujeres;2018;0
Navarra, Comunidad Foral de;De 15 a 29 años;Total;2021;8,608
Navarra, Comunidad Foral de;De 15 a 29 años;Total;2020;4,829
Navarra, Comunidad Foral de;De 15 a 29 años;Total;2019;7,928
Navarra, Comunidad Foral de;De 15 a 29 años;Total;2018;4,089
Navarra, Comunidad Foral de;De 15 a 29 años;Hombres;2021;14,932
Navarra, Comunidad Foral de;De 15 a 29 años;Hombres;2020;3,783
Navarra, Comunidad Foral de;De 15 a 29 años;Hombres;2019;9,733
Navarra, Comunidad Foral de;De 15 a 29 años;Hombres;2018;6,035
Navarra, Comunidad Foral de;De 15 a 29 años;Mujeres;2021;1,962
Navarra, Comunidad Foral de;De 15 a 29 años;Mujeres;2020;5,92
Navarra, Comunidad Foral de;De 15 a 29 años;Mujeres;2019;6,056
Navarra, Comunidad Foral de;De 15 a 29 años;Mujeres;2018;2,079
Navarra, Comunidad Foral de;De 30 a 39 años;Total;2021;5,191
Navarra, Comunidad Foral de;De 30 a 39 años;Total;2020;6,399
Navarra, Comunidad Foral de;De 30 a 39 años;Total;2019;3,746
Navarra, Comunidad Foral de;De 30 a 39 años;Total;2018;2,431
Navarra, Comunidad Foral de;De 30 a 39 años;Hombres;2021;5,167
Navarra, Comunidad Foral de;De 30 a 39 años;Hombres;2020;12,842
Navarra, Comunidad Foral de;De 30 a 39 años;Hombres;2019;5,007
Navarra, Comunidad Foral de;De 30 a 39 años;Hombres;2018;2,433
Navarra, Comunidad Foral de;De 30 a 39 años;Mujeres;2021;5,215
Navarra, Comunidad Foral de;De 30 a 39 años;Mujeres;2020;0
Navarra, Comunidad Foral de;De 30 a 39 años;Mujeres;2019;2,492
Navarra, Comunidad Foral de;De 30 a 39 años;Mujeres;2018;2,429
Navarra, Comunidad Foral de;De 40 a 44 años;Total;2021;11,499
Navarra, Comunidad Foral de;De 40 a 44 años;Total;2020;13,254
Navarra, Comunidad Foral de;De 40 a 44 años;Total;2019;14,878
Navarra, Comunidad Foral de;De 40 a 44 años;Total;2018;7,4
Navarra, Comunidad Foral de;De 40 a 44 años;Hombres;2021;15,103
Navarra, Comunidad Foral de;De 40 a 44 años;Hombres;2020;14,953
Navarra, Comunidad Foral de;De 40 a 44 años;Hombres;2019;21,974
Navarra, Comunidad Foral de;De 40 a 44 años;Hombres;2018;7,265
Navarra, Comunidad Foral de;De 40 a 44 años;Mujeres;2021;7,784
Navarra, Comunidad Foral de;De 40 a 44 años;Mujeres;2020;11,51
Navarra, Comunidad Foral de;De 40 a 44 años;Mujeres;2019;7,557
Navarra, Comunidad Foral de;De 40 a 44 años;Mujeres;2018;7,541
Navarra, Comunidad Foral de;De 45 a 49 años;Total;2021;18,332
Navarra, Comunidad Foral de;De 45 a 49 años;Total;2020;7,504
Navarra, Comunidad Foral de;De 45 a 49 años;Total;2019;15,2
Navarra, Comunidad Foral de;De 45 a 49 años;Total;2018;11,558
Navarra, Comunidad Foral de;De 45 a 49 años;Hombres;2021;25,048
Navarra, Comunidad Foral de;De 45 a 49 años;Hombres;2020;11,037
Navarra, Comunidad Foral de;De 45 a 49 años;Hombres;2019;22,272
Navarra, Comunidad Foral de;De 45 a 49 años;Hombres;2018;22,511
Navarra, Comunidad Foral de;De 45 a 49 años;Mujeres;2021;11,277
Navarra, Comunidad Foral de;De 45 a 49 años;Mujeres;2020;3,827
Navarra, Comunidad Foral de;De 45 a 49 años;Mujeres;2019;7,784
Navarra, Comunidad Foral de;De 45 a 49 años;Mujeres;2018;0
Navarra, Comunidad Foral de;De 50 a 54 años;Total;2021;15,573
Navarra, Comunidad Foral de;De 50 a 54 años;Total;2020;5,939
Navarra, Comunidad Foral de;De 50 a 54 años;Total;2019;6,01
Navarra, Comunidad Foral de;De 50 a 54 años;Total;2018;6,091
Navarra, Comunidad Foral de;De 50 a 54 años;Hombres;2021;15,247
Navarra, Comunidad Foral de;De 50 a 54 años;Hombres;2020;11,711
Navarra, Comunidad Foral de;De 50 a 54 años;Hombres;2019;7,909
Navarra, Comunidad Foral de;De 50 a 54 años;Hombres;2018;4,009
Navarra, Comunidad Foral de;De 50 a 54 años;Mujeres;2021;15,913
Navarra, Comunidad Foral de;De 50 a 54 años;Mujeres;2020;0
Navarra, Comunidad Foral de;De 50 a 54 años;Mujeres;2019;4,061
Navarra, Comunidad Foral de;De 50 a 54 años;Mujeres;2018;8,227
Navarra, Comunidad Foral de;De 55 a 59 años;Total;2021;6,32
Navarra, Comunidad Foral de;De 55 a 59 años;Total;2020;15,059
Navarra, Comunidad Foral de;De 55 a 59 años;Total;2019;0
Navarra, Comunidad Foral de;De 55 a 59 años;Total;2018;9,044
Navarra, Comunidad Foral de;De 55 a 59 años;Hombres;2021;4,189
Navarra, Comunidad Foral de;De 55 a 59 años;Hombres;2020;25,707
Navarra, Comunidad Foral de;De 55 a 59 años;Hombres;2019;0
Navarra, Comunidad Foral de;De 55 a 59 años;Hombres;2018;13,491
Navarra, Comunidad Foral de;De 55 a 59 años;Mujeres;2021;8,477
Navarra, Comunidad Foral de;De 55 a 59 años;Mujeres;2020;4,321
Navarra, Comunidad Foral de;De 55 a 59 años;Mujeres;2019;0
Navarra, Comunidad Foral de;De 55 a 59 años;Mujeres;2018;4,547
Navarra, Comunidad Foral de;De 60 a 64 años;Total;2021;4,798
Navarra, Comunidad Foral de;De 60 a 64 años;Total;2020;14,731
Navarra, Comunidad Foral de;De 60 a 64 años;Total;2019;2,533
Navarra, Comunidad Foral de;De 60 a 64 años;Total;2018;5,226
Navarra, Comunidad Foral de;De 60 a 64 años;Hombres;2021;4,817
Navarra, Comunidad Foral de;De 60 a 64 años;Hombres;2020;19,729
Navarra, Comunidad Foral de;De 60 a 64 años;Hombres;2019;5,072
Navarra, Comunidad Foral de;De 60 a 64 años;Hombres;2018;10,464
Navarra, Comunidad Foral de;De 60 a 64 años;Mujeres;2021;4,778
Navarra, Comunidad Foral de;De 60 a 64 años;Mujeres;2020;9,778
Navarra, Comunidad Foral de;De 60 a 64 años;Mujeres;2019;0
Navarra, Comunidad Foral de;De 60 a 64 años;Mujeres;2018;0
Navarra, Comunidad Foral de;De 65 a 69 años;Total;2021;14,352
Navarra, Comunidad Foral de;De 65 a 69 años;Total;2020;8,816
Navarra, Comunidad Foral de;De 65 a 69 años;Total;2019;8,943
Navarra, Comunidad Foral de;De 65 a 69 años;Total;2018;5,972
Navarra, Comunidad Foral de;De 65 a 69 años;Hombres;2021;11,721
Navarra, Comunidad Foral de;De 65 a 69 años;Hombres;2020;5,988
Navarra, Comunidad Foral de;De 65 a 69 años;Hombres;2019;18,2
Navarra, Comunidad Foral de;De 65 a 69 años;Hombres;2018;12,167
Navarra, Comunidad Foral de;De 65 a 69 años;Mujeres;2021;16,879
Navarra, Comunidad Foral de;De 65 a 69 años;Mujeres;2020;11,541
Navarra, Comunidad Foral de;De 65 a 69 años;Mujeres;2019;0
Navarra, Comunidad Foral de;De 65 a 69 años;Mujeres;2018;0
Navarra, Comunidad Foral de;De 70 a 74 años;Total;2021;6,413
Navarra, Comunidad Foral de;De 70 a 74 años;Total;2020;3,195
Navarra, Comunidad Foral de;De 70 a 74 años;Total;2019;6,43
Navarra, Comunidad Foral de;De 70 a 74 años;Total;2018;6,602
Navarra, Comunidad Foral de;De 70 a 74 años;Hombres;2021;6,735
Navarra, Comunidad Foral de;De 70 a 74 años;Hombres;2020;6,723
Navarra, Comunidad Foral de;De 70 a 74 años;Hombres;2019;6,782
Navarra, Comunidad Foral de;De 70 a 74 años;Hombres;2018;13,936
Navarra, Comunidad Foral de;De 70 a 74 años;Mujeres;2021;6,12
Navarra, Comunidad Foral de;De 70 a 74 años;Mujeres;2020;0
Navarra, Comunidad Foral de;De 70 a 74 años;Mujeres;2019;6,113
Navarra, Comunidad Foral de;De 70 a 74 años;Mujeres;2018;0
Navarra, Comunidad Foral de;De 75 a 79 años;Total;2021;11,586
Navarra, Comunidad Foral de;De 75 a 79 años;Total;2020;4,012
Navarra, Comunidad Foral de;De 75 a 79 años;Total;2019;21,143
Navarra, Comunidad Foral de;De 75 a 79 años;Total;2018;13,579
Navarra, Comunidad Foral de;De 75 a 79 años;Hombres;2021;25,187
Navarra, Comunidad Foral de;De 75 a 79 años;Hombres;2020;8,72
Navarra, Comunidad Foral de;De 75 a 79 años;Hombres;2019;27,68
Navarra, Comunidad Foral de;De 75 a 79 años;Hombres;2018;19,838
Navarra, Comunidad Foral de;De 75 a 79 años;Mujeres;2021;0
Navarra, Comunidad Foral de;De 75 a 79 años;Mujeres;2020;0
Navarra, Comunidad Foral de;De 75 a 79 años;Mujeres;2019;15,613
Navarra, Comunidad Foral de;De 75 a 79 años;Mujeres;2018;8,325
Navarra, Comunidad Foral de;De 80 a 84 años;Total;2021;11,448
Navarra, Comunidad Foral de;De 80 a 84 años;Total;2020;0
Navarra, Comunidad Foral de;De 80 a 84 años;Total;2019;16,484
Navarra, Comunidad Foral de;De 80 a 84 años;Total;2018;26,347
Navarra, Comunidad Foral de;De 80 a 84 años;Hombres;2021;27,334
Navarra, Comunidad Foral de;De 80 a 84 años;Hombres;2020;0
Navarra, Comunidad Foral de;De 80 a 84 años;Hombres;2019;39,411
Navarra, Comunidad Foral de;De 80 a 84 años;Hombres;2018;25,271
Navarra, Comunidad Foral de;De 80 a 84 años;Mujeres;2021;0
Navarra, Comunidad Foral de;De 80 a 84 años;Mujeres;2020;0
Navarra, Comunidad Foral de;De 80 a 84 años;Mujeres;2019;0
Navarra, Comunidad Foral de;De 80 a 84 años;Mujeres;2018;27,116
Navarra, Comunidad Foral de;De 85 a 89 años;Total;2021;20,841
Navarra, Comunidad Foral de;De 85 a 89 años;Total;2020;0
Navarra, Comunidad Foral de;De 85 a 89 años;Total;2019;13,926
Navarra, Comunidad Foral de;De 85 a 89 años;Total;2018;0
Navarra, Comunidad Foral de;De 85 a 89 años;Hombres;2021;37,658
Navarra, Comunidad Foral de;De 85 a 89 años;Hombres;2020;0
Navarra, Comunidad Foral de;De 85 a 89 años;Hombres;2019;38,039
Navarra, Comunidad Foral de;De 85 a 89 años;Hombres;2018;0
Navarra, Comunidad Foral de;De 85 a 89 años;Mujeres;2021;11,008
Navarra, Comunidad Foral de;De 85 a 89 años;Mujeres;2020;0
Navarra, Comunidad Foral de;De 85 a 89 años;Mujeres;2019;0
Navarra, Comunidad Foral de;De 85 a 89 años;Mujeres;2018;0
Navarra, Comunidad Foral de;De 90 a 94 años;Total;2021;28,125
Navarra, Comunidad Foral de;De 90 a 94 años;Total;2020;14,351
Navarra, Comunidad Foral de;De 90 a 94 años;Total;2019;0
Navarra, Comunidad Foral de;De 90 a 94 años;Total;2018;30,448
Navarra, Comunidad Foral de;De 90 a 94 años;Hombres;2021;46,816
Navarra, Comunidad Foral de;De 90 a 94 años;Hombres;2020;47,57
Navarra, Comunidad Foral de;De 90 a 94 años;Hombres;2019;0
Navarra, Comunidad Foral de;De 90 a 94 años;Hombres;2018;105,194
Navarra, Comunidad Foral de;De 90 a 94 años;Mujeres;2021;20,101
Navarra, Comunidad Foral de;De 90 a 94 años;Mujeres;2020;0
Navarra, Comunidad Foral de;De 90 a 94 años;Mujeres;2019;0
Navarra, Comunidad Foral de;De 90 a 94 años;Mujeres;2018;0
Navarra, Comunidad Foral de;95 y más años;Total;2021;0
Navarra, Comunidad Foral de;95 y más años;Total;2020;0
Navarra, Comunidad Foral de;95 y más años;Total;2019;0
Navarra, Comunidad Foral de;95 y más años;Total;2018;0
Navarra, Comunidad Foral de;95 y más años;Hombres;2021;0
Navarra, Comunidad Foral de;95 y más años;Hombres;2020;0
Navarra, Comunidad Foral de;95 y más años;Hombres;2019;0
